drain TotalCurrent(IdVgdg_n77_des) X,drain TotalCurrent(IdVgdg_n77_des) Y,drain TotalCurrent(IdVgdg_n78_des) X,drain TotalCurrent(IdVgdg_n78_des) Y,drain TotalCurrent(IdVgdg_n79_des) X,drain TotalCurrent(IdVgdg_n79_des) Y,drain TotalCurrent(IdVgdg_n80_des) X,drain TotalCurrent(IdVgdg_n80_des) Y,drain TotalCurrent(IdVgdg_n81_des) X,drain TotalCurrent(IdVgdg_n81_des) Y,drain TotalCurrent(IdVgdg_n82_des) X,drain TotalCurrent(IdVgdg_n82_des) Y,drain TotalCurrent(IdVgdg_n83_des) X,drain TotalCurrent(IdVgdg_n83_des) Y,drain TotalCurrent(IdVgdg_n84_des) X,drain TotalCurrent(IdVgdg_n84_des) Y,drain TotalCurrent(IdVgdg_n85_des) X,drain TotalCurrent(IdVgdg_n85_des) Y,drain TotalCurrent(IdVgdg_n86_des) X,drain TotalCurrent(IdVgdg_n86_des) Y,drain TotalCurrent(IdVgdg_n87_des) X,drain TotalCurrent(IdVgdg_n87_des) Y,drain TotalCurrent(IdVgdg_n88_des) X,drain TotalCurrent(IdVgdg_n88_des) Y,drain TotalCurrent(IdVgdg_n89_des) X,drain TotalCurrent(IdVgdg_n89_des) Y,drain TotalCurrent(IdVgdg_n90_des) X,drain TotalCurrent(IdVgdg_n90_des) Y,drain TotalCurrent(IdVgdg_n91_des) X,drain TotalCurrent(IdVgdg_n91_des) Y,drain TotalCurrent(IdVgdg_n92_des) X,drain TotalCurrent(IdVgdg_n92_des) Y,drain TotalCurrent(IdVgdg_n93_des) X,drain TotalCurrent(IdVgdg_n93_des) Y,drain TotalCurrent(IdVgdg_n94_des) X,drain TotalCurrent(IdVgdg_n94_des) Y,drain TotalCurrent(IdVgdg_n95_des) X,drain TotalCurrent(IdVgdg_n95_des) Y,drain TotalCurrent(IdVgdg_n96_des) X,drain TotalCurrent(IdVgdg_n96_des) Y,drain TotalCurrent(IdVgdg_n97_des) X,drain TotalCurrent(IdVgdg_n97_des) Y,drain TotalCurrent(IdVgdg_n98_des) X,drain TotalCurrent(IdVgdg_n98_des) Y,drain TotalCurrent(IdVgdg_n99_des) X,drain TotalCurrent(IdVgdg_n99_des) Y,drain TotalCurrent(IdVgdg_n100_des) X,drain TotalCurrent(IdVgdg_n100_des) Y,drain TotalCurrent(IdVgdg_n101_des) X,drain TotalCurrent(IdVgdg_n101_des) Y,drain TotalCurrent(IdVgdg_n102_des) X,drain TotalCurrent(IdVgdg_n102_des) Y,drain TotalCurrent(IdVgdg_n103_des) X,drain TotalCurrent(IdVgdg_n103_des) Y,drain TotalCurrent(IdVgdg_n104_des) X,drain TotalCurrent(IdVgdg_n104_des) Y,drain TotalCurrent(IdVgdg_n105_des) X,drain TotalCurrent(IdVgdg_n105_des) Y,drain TotalCurrent(IdVgdg_n106_des) X,drain TotalCurrent(IdVgdg_n106_des) Y,drain TotalCurrent(IdVgdg_n178_des) X,drain TotalCurrent(IdVgdg_n178_des) Y,drain TotalCurrent(IdVgdg_n183_des) X,drain TotalCurrent(IdVgdg_n183_des) Y,drain TotalCurrent(IdVgdg_n188_des) X,drain TotalCurrent(IdVgdg_n188_des) Y,drain TotalCurrent(IdVgdg_n193_des) X,drain TotalCurrent(IdVgdg_n193_des) Y,drain TotalCurrent(IdVgdg_n198_des) X,drain TotalCurrent(IdVgdg_n198_des) Y,drain TotalCurrent(IdVgdg_n203_des) X,drain TotalCurrent(IdVgdg_n203_des) Y,drain TotalCurrent(IdVgdg_n208_des) X,drain TotalCurrent(IdVgdg_n208_des) Y,drain TotalCurrent(IdVgdg_n213_des) X,drain TotalCurrent(IdVgdg_n213_des) Y,drain TotalCurrent(IdVgdg_n218_des) X,drain TotalCurrent(IdVgdg_n218_des) Y,drain TotalCurrent(IdVgdg_n223_des) X,drain TotalCurrent(IdVgdg_n223_des) Y,drain TotalCurrent(IdVgdg_n228_des) X,drain TotalCurrent(IdVgdg_n228_des) Y,drain TotalCurrent(IdVgdg_n233_des) X,drain TotalCurrent(IdVgdg_n233_des) Y,drain TotalCurrent(IdVgdg_n238_des) X,drain TotalCurrent(IdVgdg_n238_des) Y,drain TotalCurrent(IdVgdg_n243_des) X,drain TotalCurrent(IdVgdg_n243_des) Y,drain TotalCurrent(IdVgdg_n248_des) X,drain TotalCurrent(IdVgdg_n248_des) Y,drain TotalCurrent(IdVgdg_n253_des) X,drain TotalCurrent(IdVgdg_n253_des) Y,drain TotalCurrent(IdVgdg_n258_des) X,drain TotalCurrent(IdVgdg_n258_des) Y,drain TotalCurrent(IdVgdg_n263_des) X,drain TotalCurrent(IdVgdg_n263_des) Y,drain TotalCurrent(IdVgdg_n268_des) X,drain TotalCurrent(IdVgdg_n268_des) Y
7.199999809,5.33E-09,7.199999809,1.71E-06,7.199999809,4.36E-06,7.199999809,7.23E-06,7.199999809,1.02E-05,7.199999809,1.32E-05,7.199999809,1.62E-05,7.199999809,1.93E-05,7.199999809,2.24E-05,7.199999809,2.55E-05,7.199999809,2.86E-05,7.199999809,3.17E-05,7.199999809,3.47E-05,7.199999809,3.78E-05,7.199999809,4.11E-05,7.199999809,4.41E-05,7.199999809,4.75E-05,7.199999809,5.07E-05,7.199999809,5.36E-05,7.199999809,5.69E-05,7.199999809,6.00E-05,7.199999809,6.33E-05,7.199999809,6.66E-05,7.199999809,7.00E-05,7.199999809,7.32E-05,7.199999809,7.51E-05,7.199999809,7.86E-05,7.199999809,8.20E-05,7.199999809,8.53E-05,7.199999809,8.88E-05,7.199999809,9.21E-05,7.199999809,9.54E-05,7.199999809,9.92E-05,7.199999809,1.03E-04,7.199999809,1.06E-04,7.199999809,1.09E-04,7.199999809,1.13E-04,7.199999809,1.16E-04,7.199999809,1.20E-04,7.199999809,1.24E-04,7.199999809,1.27E-04,7.199999809,1.37E-04,7.199999809,1.34E-04,7.199999809,1.29E-04,7.199999809,1.48E-04,7.199999809,1.45E-04,7.199999809,1.49E-04,7.199999809,1.53E-04,7.199999809,1.57E-04
7.400000095,5.45E-09,7.400000095,1.72E-06,7.400000095,4.36E-06,7.400000095,7.25E-06,7.400000095,1.02E-05,7.400000095,1.33E-05,7.400000095,1.63E-05,7.400000095,1.94E-05,7.400000095,2.25E-05,7.400000095,2.55E-05,7.400000095,2.87E-05,7.400000095,3.18E-05,7.400000095,3.48E-05,7.400000095,3.80E-05,7.400000095,4.12E-05,7.400000095,4.43E-05,7.400000095,4.76E-05,7.400000095,5.09E-05,7.400000095,5.39E-05,7.400000095,5.70E-05,7.400000095,6.03E-05,7.400000095,6.35E-05,7.400000095,6.68E-05,7.400000095,7.02E-05,7.400000095,7.36E-05,7.400000095,7.54E-05,7.400000095,7.89E-05,7.400000095,8.22E-05,7.400000095,8.58E-05,7.400000095,8.91E-05,7.400000095,9.25E-05,7.400000095,9.60E-05,7.400000095,9.97E-05,7.400000095,1.03E-04,7.400000095,1.07E-04,7.400000095,1.10E-04,7.400000095,1.14E-04,7.400000095,1.17E-04,7.400000095,1.21E-04,7.400000095,1.24E-04,7.400000095,1.27E-04,7.400000095,1.37E-04,7.400000095,1.35E-04,7.400000095,1.30E-04,7.400000095,1.48E-04,7.400000095,1.46E-04,7.400000095,1.50E-04,7.400000095,1.54E-04,7.400000095,1.58E-04
7.599999905,4.91E-09,7.599999905,1.72E-06,7.599999905,4.37E-06,7.599999905,7.27E-06,7.599999905,1.03E-05,7.599999905,1.33E-05,7.599999905,1.63E-05,7.599999905,1.94E-05,7.599999905,2.25E-05,7.599999905,2.56E-05,7.599999905,2.88E-05,7.599999905,3.19E-05,7.599999905,3.50E-05,7.599999905,3.81E-05,7.599999905,4.13E-05,7.599999905,4.45E-05,7.599999905,4.78E-05,7.599999905,5.10E-05,7.599999905,5.41E-05,7.599999905,5.72E-05,7.599999905,6.06E-05,7.599999905,6.38E-05,7.599999905,6.71E-05,7.599999905,7.05E-05,7.599999905,7.38E-05,7.599999905,7.58E-05,7.599999905,7.93E-05,7.599999905,8.26E-05,7.599999905,8.62E-05,7.599999905,8.94E-05,7.599999905,9.30E-05,7.599999905,9.64E-05,7.599999905,1.00E-04,7.599999905,1.04E-04,7.599999905,1.07E-04,7.599999905,1.11E-04,7.599999905,1.14E-04,7.599999905,1.17E-04,7.599999905,1.21E-04,7.599999905,1.25E-04,7.599999905,1.28E-04,7.599999905,1.38E-04,7.599999905,1.36E-04,7.599999905,1.31E-04,7.599999905,1.49E-04,7.599999905,1.47E-04,7.599999905,1.50E-04,7.599999905,1.54E-04,7.599999905,1.59E-04
7.800000191,5.25E-09,7.800000191,1.72E-06,7.800000191,4.38E-06,7.800000191,7.30E-06,7.800000191,1.03E-05,7.800000191,1.33E-05,7.800000191,1.64E-05,7.800000191,1.95E-05,7.800000191,2.26E-05,7.800000191,2.57E-05,7.800000191,2.88E-05,7.800000191,3.20E-05,7.800000191,3.51E-05,7.800000191,3.82E-05,7.800000191,4.15E-05,7.800000191,4.46E-05,7.800000191,4.80E-05,7.800000191,5.12E-05,7.800000191,5.43E-05,7.800000191,5.75E-05,7.800000191,6.08E-05,7.800000191,6.42E-05,7.800000191,6.74E-05,7.800000191,7.08E-05,7.800000191,7.42E-05,7.800000191,7.61E-05,7.800000191,7.96E-05,7.800000191,8.30E-05,7.800000191,8.65E-05,7.800000191,8.98E-05,7.800000191,9.33E-05,7.800000191,9.68E-05,7.800000191,1.01E-04,7.800000191,1.04E-04,7.800000191,1.08E-04,7.800000191,1.11E-04,7.800000191,1.15E-04,7.800000191,1.18E-04,7.800000191,1.22E-04,7.800000191,1.25E-04,7.800000191,1.29E-04,7.800000191,1.38E-04,7.800000191,1.37E-04,7.800000191,1.32E-04,7.800000191,1.35E-04,7.800000191,1.47E-04,7.800000191,1.51E-04,7.800000191,1.55E-04,7.800000191,1.60E-04
8,4.64E-09,8,1.73E-06,8,4.39E-06,8,7.31E-06,8,1.03E-05,8,1.34E-05,8,1.64E-05,8,1.96E-05,8,2.27E-05,8,2.58E-05,8,2.89E-05,8,3.21E-05,8,3.52E-05,8,3.83E-05,8,4.16E-05,8,4.48E-05,8,4.81E-05,8,5.14E-05,8,5.44E-05,8,5.76E-05,8,6.11E-05,8,6.44E-05,8,6.77E-05,8,7.11E-05,8,7.44E-05,8,7.64E-05,8,7.99E-05,8,8.34E-05,8,8.69E-05,8,9.03E-05,8,9.37E-05,8,9.72E-05,8,1.01E-04,8,1.05E-04,8,1.08E-04,8,1.12E-04,8,1.15E-04,8,1.19E-04,8,1.22E-04,8,1.26E-04,8,1.29E-04,8,1.39E-04,8,1.37E-04,8,1.41E-04,8,1.36E-04,8,1.48E-04,8,1.52E-04,8,1.56E-04,8,1.60E-04
8.199999809,5.30E-09,8.199999809,1.73E-06,8.199999809,4.40E-06,8.199999809,7.32E-06,8.199999809,1.03E-05,8.199999809,1.34E-05,8.199999809,1.65E-05,8.199999809,1.96E-05,8.199999809,2.28E-05,8.199999809,2.59E-05,8.199999809,2.90E-05,8.199999809,3.22E-05,8.199999809,3.53E-05,8.199999809,3.85E-05,8.199999809,4.18E-05,8.199999809,4.49E-05,8.199999809,4.83E-05,8.199999809,5.15E-05,8.199999809,5.46E-05,8.199999809,5.79E-05,8.199999809,6.12E-05,8.199999809,6.46E-05,8.199999809,6.79E-05,8.199999809,7.13E-05,8.199999809,7.47E-05,8.199999809,7.66E-05,8.199999809,8.02E-05,8.199999809,8.38E-05,8.199999809,8.73E-05,8.199999809,9.06E-05,8.199999809,9.41E-05,8.199999809,9.77E-05,8.199999809,1.01E-04,8.199999809,1.05E-04,8.199999809,1.09E-04,8.199999809,1.12E-04,8.199999809,1.16E-04,8.199999809,1.19E-04,8.199999809,1.23E-04,8.199999809,1.26E-04,8.199999809,1.30E-04,8.199999809,1.39E-04,8.199999809,1.38E-04,8.199999809,1.42E-04,8.199999809,1.37E-04,8.199999809,1.49E-04,8.199999809,1.53E-04,8.199999809,1.57E-04,8.199999809,1.61E-04
8.399999619,5.31E-09,8.399999619,1.73E-06,8.399999619,4.42E-06,8.399999619,7.36E-06,8.399999619,1.04E-05,8.399999619,1.35E-05,8.399999619,1.65E-05,8.399999619,1.97E-05,8.399999619,2.28E-05,8.399999619,2.60E-05,8.399999619,2.91E-05,8.399999619,3.23E-05,8.399999619,3.54E-05,8.399999619,3.86E-05,8.399999619,4.19E-05,8.399999619,4.51E-05,8.399999619,4.84E-05,8.399999619,5.17E-05,8.399999619,5.48E-05,8.399999619,5.81E-05,8.399999619,6.15E-05,8.399999619,6.48E-05,8.399999619,6.82E-05,8.399999619,7.16E-05,8.399999619,7.49E-05,8.399999619,7.69E-05,8.399999619,8.05E-05,8.399999619,8.40E-05,8.399999619,8.76E-05,8.399999619,9.10E-05,8.399999619,9.45E-05,8.399999619,9.81E-05,8.399999619,1.02E-04,8.399999619,1.05E-04,8.399999619,1.09E-04,8.399999619,1.13E-04,8.399999619,1.16E-04,8.399999619,1.20E-04,8.399999619,1.23E-04,8.399999619,1.27E-04,8.399999619,1.30E-04,8.399999619,1.28E-04,8.399999619,1.38E-04,8.399999619,1.42E-04,8.399999619,1.38E-04,8.399999619,1.49E-04,8.399999619,1.53E-04,8.399999619,1.58E-04,8.399999619,1.62E-04
8.600000381,2.68E-09,8.600000381,1.74E-06,8.600000381,4.42E-06,8.600000381,7.38E-06,8.600000381,1.04E-05,8.600000381,1.35E-05,8.600000381,1.66E-05,8.600000381,1.97E-05,8.600000381,2.29E-05,8.600000381,2.60E-05,8.600000381,2.92E-05,8.600000381,3.24E-05,8.600000381,3.55E-05,8.600000381,3.87E-05,8.600000381,4.20E-05,8.600000381,4.52E-05,8.600000381,4.86E-05,8.600000381,5.19E-05,8.600000381,5.50E-05,8.600000381,5.83E-05,8.600000381,6.16E-05,8.600000381,6.50E-05,8.600000381,6.84E-05,8.600000381,7.18E-05,8.600000381,7.51E-05,8.600000381,7.73E-05,8.600000381,8.09E-05,8.600000381,8.43E-05,8.600000381,8.79E-05,8.600000381,9.13E-05,8.600000381,9.49E-05,8.600000381,9.85E-05,8.600000381,1.02E-04,8.600000381,1.06E-04,8.600000381,1.09E-04,8.600000381,1.13E-04,8.600000381,1.17E-04,8.600000381,1.20E-04,8.600000381,1.24E-04,8.600000381,1.28E-04,8.600000381,1.31E-04,8.600000381,1.29E-04,8.600000381,1.39E-04,8.600000381,1.43E-04,8.600000381,1.38E-04,8.600000381,1.50E-04,8.600000381,1.54E-04,8.600000381,1.59E-04,8.600000381,1.63E-04
8.800000191,8.53E-10,8.800000191,1.74E-06,8.800000191,4.43E-06,8.800000191,7.39E-06,8.800000191,1.04E-05,8.800000191,1.35E-05,8.800000191,1.66E-05,8.800000191,1.98E-05,8.800000191,2.29E-05,8.800000191,2.61E-05,8.800000191,2.93E-05,8.800000191,3.25E-05,8.800000191,3.56E-05,8.800000191,3.89E-05,8.800000191,4.22E-05,8.800000191,4.54E-05,8.800000191,4.87E-05,8.800000191,5.20E-05,8.800000191,5.52E-05,8.800000191,5.85E-05,8.800000191,6.19E-05,8.800000191,6.53E-05,8.800000191,6.86E-05,8.800000191,7.21E-05,8.800000191,7.55E-05,8.800000191,7.75E-05,8.800000191,8.11E-05,8.800000191,8.46E-05,8.800000191,8.83E-05,8.800000191,9.18E-05,8.800000191,9.52E-05,8.800000191,9.89E-05,8.800000191,1.03E-04,8.800000191,1.06E-04,8.800000191,1.10E-04,8.800000191,1.13E-04,8.800000191,1.17E-04,8.800000191,1.21E-04,8.800000191,1.24E-04,8.800000191,1.28E-04,8.800000191,1.31E-04,8.800000191,1.29E-04,8.800000191,1.40E-04,8.800000191,1.43E-04,8.800000191,1.39E-04,8.800000191,1.51E-04,8.800000191,1.54E-04,8.800000191,1.59E-04,8.800000191,1.64E-04
9,7.84E-10,9,1.74E-06,9,4.45E-06,9,7.40E-06,9,1.04E-05,9,1.36E-05,9,1.66E-05,9,1.98E-05,9,2.30E-05,9,2.62E-05,9,2.94E-05,9,3.26E-05,9,3.58E-05,9,3.90E-05,9,4.23E-05,9,4.55E-05,9,4.88E-05,9,5.22E-05,9,5.54E-05,9,5.87E-05,9,6.21E-05,9,6.55E-05,9,6.89E-05,9,7.23E-05,9,7.57E-05,9,7.79E-05,9,8.14E-05,9,8.50E-05,9,8.85E-05,9,9.21E-05,9,9.55E-05,9,9.93E-05,9,1.03E-04,9,1.07E-04,9,1.10E-04,9,1.14E-04,9,1.18E-04,9,1.21E-04,9,1.25E-04,9,1.29E-04,9,1.32E-04,9,1.30E-04,9,1.40E-04,9,1.44E-04,9,1.40E-04,9,1.51E-04,9,1.55E-04,9,1.60E-04,9,1.64E-04
9.199999809,1.45E-09,9.199999809,1.75E-06,9.199999809,4.45E-06,9.199999809,7.43E-06,9.199999809,1.05E-05,9.199999809,1.36E-05,9.199999809,1.67E-05,9.199999809,1.99E-05,9.199999809,2.31E-05,9.199999809,2.63E-05,9.199999809,2.94E-05,9.199999809,3.27E-05,9.199999809,3.59E-05,9.199999809,3.91E-05,9.199999809,4.24E-05,9.199999809,4.57E-05,9.199999809,4.89E-05,9.199999809,5.23E-05,9.199999809,5.55E-05,9.199999809,5.89E-05,9.199999809,6.22E-05,9.199999809,6.57E-05,9.199999809,6.91E-05,9.199999809,7.26E-05,9.199999809,7.60E-05,9.199999809,7.81E-05,9.199999809,8.17E-05,9.199999809,8.54E-05,9.199999809,8.89E-05,9.199999809,9.25E-05,9.199999809,9.58E-05,9.199999809,9.95E-05,9.199999809,1.03E-04,9.199999809,1.07E-04,9.199999809,1.11E-04,9.199999809,1.14E-04,9.199999809,1.18E-04,9.199999809,1.22E-04,9.199999809,1.25E-04,9.199999809,1.29E-04,9.199999809,1.33E-04,9.199999809,1.31E-04,9.199999809,1.41E-04,9.199999809,1.44E-04,9.199999809,1.41E-04,9.199999809,1.52E-04,9.199999809,1.56E-04,9.199999809,1.61E-04,9.199999809,1.65E-04
9.399999619,3.01E-09,9.399999619,1.75E-06,9.399999619,4.46E-06,9.399999619,7.45E-06,9.399999619,1.05E-05,9.399999619,1.36E-05,9.399999619,1.67E-05,9.399999619,1.99E-05,9.399999619,2.31E-05,9.399999619,2.63E-05,9.399999619,2.95E-05,9.399999619,3.28E-05,9.399999619,3.59E-05,9.399999619,3.92E-05,9.399999619,4.25E-05,9.399999619,4.58E-05,9.399999619,4.91E-05,9.399999619,5.25E-05,9.399999619,5.57E-05,9.399999619,5.91E-05,9.399999619,6.25E-05,9.399999619,6.59E-05,9.399999619,6.94E-05,9.399999619,7.28E-05,9.399999619,7.62E-05,9.399999619,7.84E-05,9.399999619,8.20E-05,9.399999619,8.56E-05,9.399999619,8.92E-05,9.399999619,9.28E-05,9.399999619,9.63E-05,9.399999619,9.99E-05,9.399999619,1.04E-04,9.399999619,1.07E-04,9.399999619,1.11E-04,9.399999619,1.15E-04,9.399999619,1.19E-04,9.399999619,1.22E-04,9.399999619,1.26E-04,9.399999619,1.30E-04,9.399999619,1.33E-04,9.399999619,1.31E-04,9.399999619,1.41E-04,9.399999619,1.45E-04,9.399999619,1.41E-04,9.399999619,1.53E-04,9.399999619,1.56E-04,9.399999619,1.61E-04,9.399999619,1.66E-04
9.600000381,4.85E-09,9.600000381,1.75E-06,9.600000381,4.48E-06,9.600000381,7.46E-06,9.600000381,1.05E-05,9.600000381,1.37E-05,9.600000381,1.68E-05,9.600000381,2.00E-05,9.600000381,2.32E-05,9.600000381,2.64E-05,9.600000381,2.96E-05,9.600000381,3.29E-05,9.600000381,3.61E-05,9.600000381,3.93E-05,9.600000381,4.27E-05,9.600000381,4.59E-05,9.600000381,4.93E-05,9.600000381,5.27E-05,9.600000381,5.58E-05,9.600000381,5.92E-05,9.600000381,6.27E-05,9.600000381,6.60E-05,9.600000381,6.96E-05,9.600000381,7.30E-05,9.600000381,7.65E-05,9.600000381,7.86E-05,9.600000381,8.22E-05,9.600000381,8.60E-05,9.600000381,8.96E-05,9.600000381,9.31E-05,9.600000381,9.66E-05,9.600000381,1.00E-04,9.600000381,1.04E-04,9.600000381,1.08E-04,9.600000381,1.11E-04,9.600000381,1.15E-04,9.600000381,1.19E-04,9.600000381,1.22E-04,9.600000381,1.26E-04,9.600000381,1.30E-04,9.600000381,1.34E-04,9.600000381,1.32E-04,9.600000381,1.42E-04,9.600000381,1.45E-04,9.600000381,1.42E-04,9.600000381,1.53E-04,9.600000381,1.57E-04,9.600000381,1.62E-04,9.600000381,1.66E-04
9.800000191,5.11E-09,9.800000191,1.76E-06,9.800000191,4.49E-06,9.800000191,7.47E-06,9.800000191,1.06E-05,9.800000191,1.37E-05,9.800000191,1.68E-05,9.800000191,2.00E-05,9.800000191,2.33E-05,9.800000191,2.64E-05,9.800000191,2.97E-05,9.800000191,3.30E-05,9.800000191,3.62E-05,9.800000191,3.95E-05,9.800000191,4.28E-05,9.800000191,4.61E-05,9.800000191,4.94E-05,9.800000191,5.28E-05,9.800000191,5.60E-05,9.800000191,5.94E-05,9.800000191,6.29E-05,9.800000191,6.62E-05,9.800000191,6.98E-05,9.800000191,7.33E-05,9.800000191,7.67E-05,9.800000191,7.88E-05,9.800000191,8.25E-05,9.800000191,8.61E-05,9.800000191,8.98E-05,9.800000191,9.33E-05,9.800000191,9.70E-05,9.800000191,1.01E-04,9.800000191,1.04E-04,9.800000191,1.08E-04,9.800000191,1.12E-04,9.800000191,1.16E-04,9.800000191,1.19E-04,9.800000191,1.23E-04,9.800000191,1.27E-04,9.800000191,1.30E-04,9.800000191,1.34E-04,9.800000191,1.33E-04,9.800000191,1.42E-04,9.800000191,1.46E-04,9.800000191,1.49E-04,9.800000191,1.54E-04,9.800000191,1.58E-04,9.800000191,1.62E-04,9.800000191,1.67E-04
10,4.88E-09,10,1.76E-06,10,4.49E-06,10,7.50E-06,10,1.06E-05,10,1.37E-05,10,1.69E-05,10,2.01E-05,10,2.33E-05,10,2.65E-05,10,2.98E-05,10,3.31E-05,10,3.63E-05,10,3.95E-05,10,4.29E-05,10,4.62E-05,10,4.96E-05,10,5.29E-05,10,5.62E-05,10,5.96E-05,10,6.31E-05,10,6.65E-05,10,7.00E-05,10,7.35E-05,10,7.70E-05,10,7.90E-05,10,8.29E-05,10,8.65E-05,10,9.01E-05,10,9.37E-05,10,9.73E-05,10,1.01E-04,10,1.05E-04,10,1.09E-04,10,1.12E-04,10,1.16E-04,10,1.20E-04,10,1.23E-04,10,1.27E-04,10,1.31E-04,10,1.35E-04,10,1.33E-04,10,1.43E-04,10,1.47E-04,10,1.50E-04,10,1.54E-04,10,1.58E-04,10,1.63E-04,10,1.68E-04
10.19999981,5.30E-09,10.19999981,1.77E-06,10.19999981,4.51E-06,10.19999981,7.51E-06,10.19999981,1.06E-05,10.19999981,1.37E-05,10.19999981,1.69E-05,10.19999981,2.01E-05,10.19999981,2.34E-05,10.19999981,2.66E-05,10.19999981,2.99E-05,10.19999981,3.32E-05,10.19999981,3.63E-05,10.19999981,3.97E-05,10.19999981,4.30E-05,10.19999981,4.63E-05,10.19999981,4.97E-05,10.19999981,5.31E-05,10.19999981,5.64E-05,10.19999981,5.97E-05,10.19999981,6.33E-05,10.19999981,6.67E-05,10.19999981,7.02E-05,10.19999981,7.38E-05,10.19999981,7.72E-05,10.19999981,7.93E-05,10.19999981,8.31E-05,10.19999981,8.66E-05,10.19999981,9.05E-05,10.19999981,9.40E-05,10.19999981,9.77E-05,10.19999981,1.01E-04,10.19999981,1.05E-04,10.19999981,1.09E-04,10.19999981,1.13E-04,10.19999981,1.16E-04,10.19999981,1.20E-04,10.19999981,1.24E-04,10.19999981,1.28E-04,10.19999981,1.31E-04,10.19999981,1.35E-04,10.19999981,1.34E-04,10.19999981,1.43E-04,10.19999981,1.47E-04,10.19999981,1.51E-04,10.19999981,1.55E-04,10.19999981,1.59E-04,10.19999981,1.64E-04,10.19999981,1.68E-04
10.39999962,5.46E-09,10.39999962,1.77E-06,10.39999962,4.52E-06,10.39999962,7.53E-06,10.39999962,1.06E-05,10.39999962,1.38E-05,10.39999962,1.70E-05,10.39999962,2.02E-05,10.39999962,2.34E-05,10.39999962,2.66E-05,10.39999962,3.00E-05,10.39999962,3.32E-05,10.39999962,3.64E-05,10.39999962,3.98E-05,10.39999962,4.31E-05,10.39999962,4.64E-05,10.39999962,4.99E-05,10.39999962,5.32E-05,10.39999962,5.65E-05,10.39999962,5.99E-05,10.39999962,6.34E-05,10.39999962,6.68E-05,10.39999962,7.05E-05,10.39999962,7.40E-05,10.39999962,7.74E-05,10.39999962,7.96E-05,10.39999962,8.34E-05,10.39999962,8.70E-05,10.39999962,9.07E-05,10.39999962,9.43E-05,10.39999962,9.78E-05,10.39999962,1.02E-04,10.39999962,1.06E-04,10.39999962,1.09E-04,10.39999962,1.13E-04,10.39999962,1.17E-04,10.39999962,1.21E-04,10.39999962,1.24E-04,10.39999962,1.28E-04,10.39999962,1.32E-04,10.39999962,1.36E-04,10.39999962,1.40E-04,10.39999962,1.44E-04,10.39999962,1.48E-04,10.39999962,1.51E-04,10.39999962,1.55E-04,10.39999962,1.60E-04,10.39999962,1.65E-04,10.39999962,1.69E-04
10.60000038,3.28E-09,10.60000038,1.78E-06,10.60000038,4.53E-06,10.60000038,7.54E-06,10.60000038,1.06E-05,10.60000038,1.38E-05,10.60000038,1.70E-05,10.60000038,2.02E-05,10.60000038,2.35E-05,10.60000038,2.67E-05,10.60000038,3.00E-05,10.60000038,3.33E-05,10.60000038,3.65E-05,10.60000038,3.98E-05,10.60000038,4.32E-05,10.60000038,4.65E-05,10.60000038,5.02E-05,10.60000038,5.34E-05,10.60000038,5.66E-05,10.60000038,6.01E-05,10.60000038,6.36E-05,10.60000038,6.70E-05,10.60000038,7.06E-05,10.60000038,7.42E-05,10.60000038,7.77E-05,10.60000038,7.98E-05,10.60000038,8.37E-05,10.60000038,8.72E-05,10.60000038,9.09E-05,10.60000038,9.47E-05,10.60000038,9.82E-05,10.60000038,1.02E-04,10.60000038,1.06E-04,10.60000038,1.10E-04,10.60000038,1.13E-04,10.60000038,1.17E-04,10.60000038,1.21E-04,10.60000038,1.25E-04,10.60000038,1.29E-04,10.60000038,1.32E-04,10.60000038,1.36E-04,10.60000038,1.40E-04,10.60000038,1.44E-04,10.60000038,1.48E-04,10.60000038,1.52E-04,10.60000038,1.56E-04,10.60000038,1.60E-04,10.60000038,1.65E-04,10.60000038,1.70E-04
10.80000019,1.05E-09,10.80000019,1.78E-06,10.80000019,4.53E-06,10.80000019,7.54E-06,10.80000019,1.07E-05,10.80000019,1.38E-05,10.80000019,1.70E-05,10.80000019,2.03E-05,10.80000019,2.35E-05,10.80000019,2.67E-05,10.80000019,3.01E-05,10.80000019,3.33E-05,10.80000019,3.66E-05,10.80000019,3.99E-05,10.80000019,4.33E-05,10.80000019,4.67E-05,10.80000019,5.03E-05,10.80000019,5.34E-05,10.80000019,5.68E-05,10.80000019,6.02E-05,10.80000019,6.37E-05,10.80000019,6.72E-05,10.80000019,7.08E-05,10.80000019,7.44E-05,10.80000019,7.78E-05,10.80000019,8.01E-05,10.80000019,8.39E-05,10.80000019,8.75E-05,10.80000019,9.11E-05,10.80000019,9.49E-05,10.80000019,9.85E-05,10.80000019,1.02E-04,10.80000019,1.06E-04,10.80000019,1.10E-04,10.80000019,1.14E-04,10.80000019,1.18E-04,10.80000019,1.22E-04,10.80000019,1.25E-04,10.80000019,1.29E-04,10.80000019,1.33E-04,10.80000019,1.36E-04,10.80000019,1.41E-04,10.80000019,1.45E-04,10.80000019,1.49E-04,10.80000019,1.53E-04,10.80000019,1.57E-04,10.80000019,1.61E-04,10.80000019,1.66E-04,10.80000019,1.71E-04
